name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
chain0_m1_0p8825	minus_one	0.8825	0.7107485098910666	1.0	-0.16913479341379955729023182783371240189910004526536784551918098406545216	2.1271271910883567591983874160639657301265114563770036655552374645857189	0.41585345511031556535071064068060971618868187268683148232816087677607277	5.8501309623446000792254655096429354793100976835200118401539555431677333	0.0	0.7098528007334778	0.7116442190486555
