name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm1_m1_1p0550	minus_one	1.055	0.8474084545444281	1.0	-0.3120230074458271	1.349166997611678	0.5413091911878529	7.707176383815075	-0.1259333707496495	0.8465096225045231	0.8483072865843332
