name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm0_m1_0p8875	minus_one	0.8875	0.733987756722178	1.0	-0.168773609699924	2.1299110011491056	0.41577504627498985	5.8447228335642025	-0.06955353688399057	0.7330933420715944	0.7348821713727617
