name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm0_m1_0p8825	minus_one	0.8825	0.7107485098910666	1.0	-0.15761143356966484	2.2237550222459923	0.40486046581682	5.626265833159766	-0.05444367014060525	0.7098528007334778	0.7116442190486555
