name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm1_m1_1p0575	minus_one	1.0575	0.845740549384612	1.0	-0.31307438663990966	1.3453915834842147	0.5436768451334439	7.742044585110848	0.4332047446585463	0.8448409163637193	0.8466401824055045
