name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm1_m1_1p0650	minus_one	1.065	0.8421114830319121	1.0	-0.3116638339479745	1.3494760437516935	0.5542870817533956	7.8846372437294034	0.2599043333584916	0.8412120432658873	0.8430109227979368
