name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm1_m1_1p0700	minus_one	1.07	0.8419378464422749	1.0	-0.3125262813957193	1.3467880772932093	0.560705102627368	7.992105784635405	0.6643909414507121	0.8410395056420072	0.8428361872425424
