name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm1_m1_1p0475	minus_one	1.0475	0.8527144454467925	1.0	-0.3140004581956894	1.3443577373883404	0.5315930292489337	7.6058402809926555	-0.1961029131521812	0.8518161251794585	0.8536127657141266
