name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm0_m1_0p8850	minus_one	0.885	0.7233769606270113	1.0	-0.16360150933165526	2.1725387451075395	0.4115329397594386	5.753806398692102	-0.03659065139673956	0.7224778467567416	0.7242760744972809
