name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event	m2_lo	m2_hi
arm1_m1_1p0450	minus_one	1.045	0.8547247160024545	1.0	-0.31471997965038473	1.3427318890788975	0.5284906100711887	7.577696975356048	-0.2614658472305855	0.8538251537001147	0.8556242783047944
