name	m1	m2	m3	z1	z2	z3	z4	z5	z6	z7	z8	period
# Frozen from Actions run 31878970974 artifact 9246836083; generic pseudo-arclength trace points, not amplitude-constrained seeds.
d0_plus_trace_0	0.8023446113666945	0.7540192445791072	1.0	-0.1356053038564325	0.0004077607112073914	0.9999999999994602	-7.603927711629443e-13	-0.0005093104612975916	4.7572153577891045	0.001160874435607441	2.5693514321642095	5.166059743045849
d0_plus_trace_2	0.8023446113666945	0.7540230793607688	1.0	-0.13560297171544283	0.0007837552894506637	1.0000000000537903	-1.7931993663130709e-12	-0.0009789194537710055	4.757244957558109	0.0022312550331944647	2.569368197019682	5.166179524222859
