name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event
unclassified_minus_one_component_0_low_cell10000	minus_one	0.892	0.7530804199278561	1.0	-0.17858847755068058	2.0537722373165703	0.4208694647044029	5.984546328294815	1.5336681258304452e-08
unclassified_minus_one_component_1_high_cell10042	minus_one	1.042	0.8579757167987885	1.0	-0.31708665530191726	1.3362251280187314	0.5241547485263999	7.548317374099312	-1.0203468292502293e-08
unclassified_plus_one_component_12_low_cell10131	plus_one	1.046	1.106030306004638	1.0	-0.4397414202865359	1.0724832689772474	0.4481748221191024	8.011300344380217	-3.824425220955163e-10
