name	m1	m2	m3	x1	v1	v2	period
principal_lower_left	0.92923920414952399	0.88536649364999043	1.0	-0.25840154406448984	1.5993305739818411	0.43086976212161177	6.6633141762370593
secondary_lower_switch	0.99676819892880308	0.95601936321225311	1.0	-0.35188599058231013	1.2638233957546643	0.46298464539392375	7.4255309518410115
principal_lower_right	1.0495531760259145	1.1294757891873943	1.0	-0.43962638665809844	1.0742734036297952	0.4417965155868453	7.9892188152162174
