name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event
unclassified_minus_one_component_0_low_cell10000	minus_one	0.892	0.7530804199278561	1.0	-0.17858847755068058	2.0537722373165703	0.4208694647044029	5.984546328294815	1.5336681258304452e-08
