name	m1	m2	m3	z1	z2	z3	z4	z5	z6	z7	z8	period
# Frozen from Actions run 31878970974 artifact lower-plus-one-daughter-d0-minus; farthest accepted physical-soft sign-minus point.
d0_minus_trace_17	0.8023446113666945	0.7540752038368954	1.0	-0.13551887648683683	-0.0036029266937293303	0.9999999999989905	-3.621111911998655e-14	0.0044984117347424395	4.7583743381154155	-0.010253103206838872	2.569883441368149	5.16873951542138
