# Mass checkpoint independently solved in GHA run 31929886661.  That run
# rejected its curvature stencil after the root itself met closure, event, and
# stationarity gates.  The original Float64 chart remains only a correction seed.
name	m1	m2	m3	x1	v1	v2	period
secondary_minus_fold	0.9957049740189651397252692730916746351950874759474	0.974260432695226244745399663824701874663580206180178	1.0	-0.35850520191051544	1.2496554002627902	0.45738583902640956	7.455322355760655
