name	m1	m2	m3	z1	z2	z3	z4	z5	z6	z7	z8	period
# Frozen from Actions run 31878970974 artifact 9246843543; generic pseudo-arclength trace point, not amplitude-constrained seed.
d1_plus_trace_0	0.8023446113666945	0.7540177458463987	1.0	-0.13559629008343502	0.0010878548651959041	0.999999999777705	1.4348315509335322e-11	-0.0013587794525041174	4.757341461510293	0.0030970744503524953	2.5693994055046376	5.166190377660887
