name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event
unclassified_minus_one_component_1_high_cell10042	minus_one	1.042	0.8579757167987885	1.0	-0.31708665530191726	1.3362251280187314	0.5241547485263999	7.548317374099312	-1.0203468292502293e-08
