name	event_mode	m1	m2	m3	x1	v1	v2	period	screening_event
unclassified_plus_one_component_12_low_cell10131	plus_one	1.046	1.106030306004638	1.0	-0.4397414202865359	1.0724832689772474	0.4481748221191024	8.011300344380217	-3.824425220955163e-10
